zip,water_bodies,Latitude,Longitude ,month,pan_evo
95222,"New Melones Dam, California",37.9879337,-120.5354809,Jan,1.34
95222,"New Melones Dam, California",37.9879337,-120.5354809,Feb,2.25
95222,"New Melones Dam, California",37.9879337,-120.5354809,Mar,3.56
95222,"New Melones Dam, California",37.9879337,-120.5354809,Apr,5.93
95222,"New Melones Dam, California",37.9879337,-120.5354809,May,9.16
95222,"New Melones Dam, California",37.9879337,-120.5354809,Jun,11.85
95222,"New Melones Dam, California",37.9879337,-120.5354809,Jul,13.73
95222,"New Melones Dam, California",37.9879337,-120.5354809,Aug,12.29
95222,"New Melones Dam, California",37.9879337,-120.5354809,Sep,8.86
95222,"New Melones Dam, California",37.9879337,-120.5354809,Oct,5.75
95222,"New Melones Dam, California",37.9879337,-120.5354809,Nov,2.37
95222,"New Melones Dam, California",37.9879337,-120.5354809,Dec,1.28
95222,"New Melones Dam, California",37.9879337,-120.5354809,Year,78.37
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Jan,1.3
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Feb,1.83
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Mar,3.46
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Apr,5.25
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,May,7.94
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Jun,10.23
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Jul,12.23
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Aug,11.72
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Sep,8.71
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Oct,5.52
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Nov,2.23
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Dec,1.19
95222,"New Melones Dam Hq, California",37.9879337,-120.5354809,Year,71.61
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Jan,1.03
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Feb,1.72
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Mar,3.42
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Apr,5.47
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,May,8.95
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Jun,11.88
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Jul,14.23
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Aug,12.22
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Sep,8.53
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Oct,5.52
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Nov,2.1
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Dec,1.02
95361,"Oakdale Woodward Dam, California",37.8540377,-120.8699908,Year,76.09
95667,"Placerville Ifg, California",38.7296252,-120.798546,Jan,1.53
95667,"Placerville Ifg, California",38.7296252,-120.798546,Feb,1.67
95667,"Placerville Ifg, California",38.7296252,-120.798546,Mar,2.72
95667,"Placerville Ifg, California",38.7296252,-120.798546,Apr,3.98
95667,"Placerville Ifg, California",38.7296252,-120.798546,May,5.84
95667,"Placerville Ifg, California",38.7296252,-120.798546,Jun,7.79
95667,"Placerville Ifg, California",38.7296252,-120.798546,Jul,9.41
95667,"Placerville Ifg, California",38.7296252,-120.798546,Aug,8.45
95667,"Placerville Ifg, California",38.7296252,-120.798546,Sep,6.62
95667,"Placerville Ifg, California",38.7296252,-120.798546,Oct,3.93
95667,"Placerville Ifg, California",38.7296252,-120.798546,Nov,1.87
95667,"Placerville Ifg, California",38.7296252,-120.798546,Dec,1.51
95667,"Placerville Ifg, California",38.7296252,-120.798546,Year,55.32
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Jan,3.32
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Feb,3.59
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Mar,4.86
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Apr,6.28
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,May,7.33
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Jun,8.59
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Jul,10.88
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Aug,10.28
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Sep,7.84
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Oct,5.85
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Nov,3.81
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Dec,3.03
92501,"Riverside Citrus Exp St, California",33.9806005,-117.3754942,Year,75.66
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Jan,1.84
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Feb,2.47
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Mar,3.27
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Apr,4.86
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,May,6.49
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Jun,7.92
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Jul,10.3
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Aug,9.95
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Sep,7.89
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Oct,5.18
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Nov,2.68
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Dec,2.26
92328,"Salt Springs Pwr House, California",38.028229,-120.762066,Year,65.11
95354,"San Luis Dam, California",37.056069,-121.1137544,Jan,1.41
95354,"San Luis Dam, California",37.056069,-121.1137544,Feb,2.49
95354,"San Luis Dam, California",37.056069,-121.1137544,Mar,5.31
95354,"San Luis Dam, California",37.056069,-121.1137544,Apr,8.67
95354,"San Luis Dam, California",37.056069,-121.1137544,May,13.14
95354,"San Luis Dam, California",37.056069,-121.1137544,Jun,15.75
95354,"San Luis Dam, California",37.056069,-121.1137544,Jul,18.38
95354,"San Luis Dam, California",37.056069,-121.1137544,Aug,16.68
95354,"San Luis Dam, California",37.056069,-121.1137544,Sep,12.01
95354,"San Luis Dam, California",37.056069,-121.1137544,Oct,7.42
95354,"San Luis Dam, California",37.056069,-121.1137544,Nov,3.02
95354,"San Luis Dam, California",37.056069,-121.1137544,Dec,1.56
95354,"San Luis Dam, California",37.056069,-121.1137544,Year,105.84
96019,"Shasta Dam, California",40.7185636,-122.4192342,Jan,1.5
96019,"Shasta Dam, California",40.7185636,-122.4192342,Feb,2.08
96019,"Shasta Dam, California",40.7185636,-122.4192342,Mar,3.17
96019,"Shasta Dam, California",40.7185636,-122.4192342,Apr,5.05
96019,"Shasta Dam, California",40.7185636,-122.4192342,May,7.28
96019,"Shasta Dam, California",40.7185636,-122.4192342,Jun,9.18
96019,"Shasta Dam, California",40.7185636,-122.4192342,Jul,11.36
96019,"Shasta Dam, California",40.7185636,-122.4192342,Aug,10.36
96019,"Shasta Dam, California",40.7185636,-122.4192342,Sep,7.55
96019,"Shasta Dam, California",40.7185636,-122.4192342,Oct,4.85
96019,"Shasta Dam, California",40.7185636,-122.4192342,Nov,2.29
96019,"Shasta Dam, California",40.7185636,-122.4192342,Dec,1.63
96019,"Shasta Dam, California",40.7185636,-122.4192342,Year,66.3
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Jan,0.72
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Feb,1.58
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Mar,3.87
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Apr,5.97
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,May,8.47
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Jun,10.95
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Jul,10.82
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Aug,9.56
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Sep,6.6
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Oct,3.93
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Nov,1.7
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Dec,0.74
95202,"Stockton Mowry Bridge, California",37.9577016,-121.2907796,Year,64.91
95678,"Tahoe, California",39.0968493,-120.0323507,Jan,0
95678,"Tahoe, California",39.0968493,-120.0323507,Feb,0
95678,"Tahoe, California",39.0968493,-120.0323507,Mar,0
95678,"Tahoe, California",39.0968493,-120.0323507,Apr,0
95678,"Tahoe, California",39.0968493,-120.0323507,May,4.27
95678,"Tahoe, California",39.0968493,-120.0323507,Jun,5.23
95678,"Tahoe, California",39.0968493,-120.0323507,Jul,5.98
95678,"Tahoe, California",39.0968493,-120.0323507,Aug,5.35
95678,"Tahoe, California",39.0968493,-120.0323507,Sep,3.16
95678,"Tahoe, California",39.0968493,-120.0323507,Oct,1.57
95678,"Tahoe, California",39.0968493,-120.0323507,Nov,0
95678,"Tahoe, California",39.0968493,-120.0323507,Dec,0
95678,"Tahoe, California",39.0968493,-120.0323507,Year,25.56
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Jan,1.53
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Feb,2.47
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Mar,5.3
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Apr,8.2
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,May,12.01
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Jun,14.88
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Jul,16.92
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Aug,14.55
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Sep,10.64
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Oct,6.57
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Nov,2.93
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Dec,1.48
94514,"Tracy Pumping Plant, California",37.7968334,-121.5854448,Year,97.48
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Jan,0
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Feb,0
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Mar,2.83
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Apr,3.98
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,May,6.56
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Jun,8.32
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Jul,10.67
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Aug,9.15
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Sep,5.97
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Oct,2.74
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Nov,0.57
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Dec,0.85
96052,"Trinity Dam Vista Point, California",40.741162,-122.8122973,Year,51.64
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Jan,0.58
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Feb,1
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Mar,2.77
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Apr,4.43
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,May,6.78
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Jun,8.32
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Jul,9.71
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Aug,8.91
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Sep,6.15
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Oct,3.2
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Nov,0.99
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Dec,0.51
96093,"Trinity River Hatchery, California",40.7240932,-122.8013731,Year,53.35
96134,"Tulelake, California",41.9559884,-121.4774916,Jan,0
96134,"Tulelake, California",41.9559884,-121.4774916,Feb,0
96134,"Tulelake, California",41.9559884,-121.4774916,Mar,0
96134,"Tulelake, California",41.9559884,-121.4774916,Apr,4.56
96134,"Tulelake, California",41.9559884,-121.4774916,May,7.55
96134,"Tulelake, California",41.9559884,-121.4774916,Jun,8.39
96134,"Tulelake, California",41.9559884,-121.4774916,Jul,9.52
96134,"Tulelake, California",41.9559884,-121.4774916,Aug,8.53
96134,"Tulelake, California",41.9559884,-121.4774916,Sep,6.8
96134,"Tulelake, California",41.9559884,-121.4774916,Oct,3.49
96134,"Tulelake, California",41.9559884,-121.4774916,Nov,0
96134,"Tulelake, California",41.9559884,-121.4774916,Dec,0
96134,"Tulelake, California",41.9559884,-121.4774916,Year,48.84
96051,"Turntable Creek, California",36.778261,-119.4179324,Jan,1.98
96051,"Turntable Creek, California",36.778261,-119.4179324,Feb,2.6
96051,"Turntable Creek, California",36.778261,-119.4179324,Mar,3.76
96051,"Turntable Creek, California",36.778261,-119.4179324,Apr,5.25
96051,"Turntable Creek, California",36.778261,-119.4179324,May,6.32
96051,"Turntable Creek, California",36.778261,-119.4179324,Jun,8.29
96051,"Turntable Creek, California",36.778261,-119.4179324,Jul,10.23
96051,"Turntable Creek, California",36.778261,-119.4179324,Aug,9.9
96051,"Turntable Creek, California",36.778261,-119.4179324,Sep,8.35
96051,"Turntable Creek, California",36.778261,-119.4179324,Oct,5.71
96051,"Turntable Creek, California",36.778261,-119.4179324,Nov,3.08
96051,"Turntable Creek, California",36.778261,-119.4179324,Dec,2.37
96051,"Turntable Creek, California",36.778261,-119.4179324,Year,67.84
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Jan,3.08
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Feb,3.33
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Mar,4.47
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Apr,5.89
93454,"Twitchell Dam, California",34.9987812,-120.3327211,May,7.36
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Jun,8.15
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Jul,9.22
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Aug,8.69
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Sep,7.42
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Oct,5.92
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Nov,4.07
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Dec,3.14
93454,"Twitchell Dam, California",34.9987812,-120.3327211,Year,70.74
95758,"Walnut Grove, California",38.2421371,-121.5116197,Jan,1.53
95758,"Walnut Grove, California",38.2421371,-121.5116197,Feb,2.9
95758,"Walnut Grove, California",38.2421371,-121.5116197,Mar,4.74
95758,"Walnut Grove, California",38.2421371,-121.5116197,Apr,5.73
95758,"Walnut Grove, California",38.2421371,-121.5116197,May,7.76
95758,"Walnut Grove, California",38.2421371,-121.5116197,Jun,10.04
95758,"Walnut Grove, California",38.2421371,-121.5116197,Jul,10.22
95758,"Walnut Grove, California",38.2421371,-121.5116197,Aug,8.81
95758,"Walnut Grove, California",38.2421371,-121.5116197,Sep,6.4
95758,"Walnut Grove, California",38.2421371,-121.5116197,Oct,3.6
95758,"Walnut Grove, California",38.2421371,-121.5116197,Nov,2.1
95758,"Walnut Grove, California",38.2421371,-121.5116197,Dec,1.32
95758,"Walnut Grove, California",38.2421371,-121.5116197,Year,65.15
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Jan,1.17
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Feb,1.83
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Mar,3.23
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Apr,5.37
95425,"Warm Springs Dam, California",38.759642,-123.0915605,May,7.83
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Jun,9.33
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Jul,10.04
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Aug,8.49
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Sep,6.58
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Oct,4.59
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Nov,2.1
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Dec,1.17
95425,"Warm Springs Dam, California",38.759642,-123.0915605,Year,61.73
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Jan,0.87
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Feb,1.23
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Mar,2.51
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Apr,4.05
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,May,6.41
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Jun,8.05
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Jul,10.04
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Aug,8.8
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Sep,6.25
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Oct,3.4
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Nov,1.14
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Dec,0.78
96033,"Whiskeytown Reservoir, California",40.657303,-122.4515991,Year,53.53
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Jan,0.58
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Feb,1.35
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Mar,1.81
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Apr,2.74
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,May,4.73
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Jun,6.5
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Jul,7.53
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Aug,6.05
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Sep,3.79
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Oct,1.94
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Nov,0.75
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Dec,0.92
95573,"Willow Creek 1 Nw, California",40.9395774,-123.6314412,Year,38.69